,comment
1136,Диз за говнорекламу.
1137,Ерунда ролик только для рекламы создан
1138,Много болтает и мало показывает
1139,"Отвратительная реклама чистого обмана и мошенничества этих поганых поправок, слушать противно, думать надо что рекламировать, дизлайк и отписка, гори с кайфом)"
1140,"Ведущая безобразно разговаривает, неужели можно разговаривать, не открываю рот и не шевеля челюстью?"
1141,Нда все встало на свои места... Участницу Евлеевской вечеринки Вменяемой не назовешь... Кышь на хер.. или на язык.. / это уж на ваш тЫк сказать вкус / из эфира... Фу...  ..  .
1142,Подача материала жутко нудная. А ведущая занимается самолюбованием на камеру.
1143,У психологини тоже расстройство? Фем-лук просто ппц. Взгляд бешенный. Мне вот было бы некомфортно с ней в одном помещении.
1144,"Да вы слепые,что-ли? Она же лесбо на %100!Вот и мужиков убивала,потому,что мстила им за то,что пробовала быть нормальной женщиной,спала с ними,но никакого эмоционального и сексуального контакта с ними испытать не могла,потому,что гомофобна. Вот и все.  Она их сделала виноватыми в том,что она не может испытывать влечение к ним,как нормальные женщины. Вы же гляньте на нее! Господи,да это энциклопедический пример гомосексуальной женщины. Плюс ее психиатрический диагноз. Вот порылись бы в ее связях,уверена на все 100,она имела женщин,как партнеров. Вы как дети. К мужикам она,дескать испытывала страсть-да гляньте только на нее!"
1145,"Не фотографий,   не фактов из дела, сидит и кривляется  перед микрофоном это страшное худосочное создание, волосёнками трясёт и какой-то мужик."
1146,"Простите, но без слёз на телеведущую смотреть нельзя) сигматизм необходимо решить/лечить, ну или брекеты снять, если они виной, но и это не решит абсолютное отсутствие артикуляции.  у нас дефицит что-ли с ведущими или журналистами? Нет, ну я серьёзно."
1147,"Господи, Саша, прекрати снимать про женщин. Твой феминизм лезет из всех щелей и отбивает всякое желание слушать."
1148,"Скучно и нудно, и это самое популярное видео на канале, не понимаю популярности автора…"
1149,"1венегрет полный ,намешала несколько историй 2.ну не можешь зазубрить текст ,так читай незаметно .3 зачем так много показывать себя с такой максимально неприятной внешностью ?поставлю дизлайк ,чтобы этО больше не попадалось .Женщина не Ваще снимать подобные видео ,ой не Ваше"
1150,51:16
1151,26:46
1152,46:03
1153,Новинка
1154,1:18:32
1155,Новинка
1156,52:28
1157,49:34
1158,52:00
1159,51:38
1160,54:23
1161,50:25
1162,49:34
1163,46:43
1164,52:26
1165,51:01
1166,1:35:57
1167,Новинка
1168,Новинка
1169,55:15
1170,53:34
1171,54:19
1172,52:02
1173,28:55
1174,51:59
1175,52:03
1176,1:08:15
1177,38:09
1178,1:12:24
1179,1:52:21
1180,39:04
1181,2:00:45
1182,Новинка
1183,38:47
1184,45:00
1185,21:06
1186,49:23
1187,1:06:29
1188,10:55
1189,Новинка
1190,Новинка
1191,42:59
1192,Новинка
1193,55:28
1194,43:02
1195,Новинка
1196,Новинка
1197,Новинка
1198,Джем
1199,29:22
1200,27:00
1201,39:21
1202,Новинка
1203,Новинка
1204,35:44
1205,Новинка
1206,54:47
1207,Новинка
1208,КАК ТАКОЕ ВОЗМОЖНО? $73 000UC НА НОВЫЙ ЗОЛОТОЙ КОСТЮМ | PUBG MOBILE
1209,Новинка
1210,Новая рубрика «истории от Вас»
1211,
1212,"Содержание:
00:57 Убийство на Варшавском шоссе
03:12 В Зюзино орудует маньяк?
04:26 Как появилась версия о том, что убийца - женщина?
 Женщины-маньяки вообще существуют?
 «Черная вдова» Тамара Иванютина
 «Ангел смерти» Оксана Оклей
 К какому типу женщин-убийц относится девушка с Варшавского шоссе?
 Почему ее поймали случайно?
 Кто такая Мария Петрова?
 Почему ее поставили на учет в психоневрологическом диспансере?
 Как на нее повлияло изнасилование?
 Почему родители Петровой хотели сдать ее в психушку?
 Почему студенты считали Петрову «странной»?
 Мотив Петровой
 Почему Петрову не посадили в тюрьму?
 Раскаялась ли Петрова в своих преступлениях?
 О чем Петрова сегодня мечтает?"
1213,"Как здорово, что вы приглашаете для комментариев людей, непосредственно связанных с делом, психиатров, криминалистов, врачей, следователей, это максимально дополняет картину, нежели обычный подкаст"
1214,"Какая радость, что, не успев расстроиться из-за Вашего ухода из подкаста ""Дела"", я узнала о том, что Вы открываете собственную лавку историй!"
1215,"У нас соседка была. Ее изнасиловали и она сошла с ума. Родила сына и жила с матерью. Сыну было лет 25…. Когда его мать выбросилась из окна. Она была добрая…. Прекрасно помню ее, никакого вреда не было от нее, но крыша уехала((( 
Вот так изнасилование может травмировать человека."
1216,"15 лет за две детские жизни с пытками и расчлененкой , и 4.5 за соучастие в этом аду.   Судья , ты как там вобще ?"
1217,конечно интересно как следователь говорит об изнасиловании девушки в прошлом. «это её никак не травмировало» — между мужчинами и женщинами пропасть в понимании таких вещей
1218,"15 лет за убийство двух девочек и по 4 за соучастие (сожжение и расчленение) - супер справедливо в кавычках Детдомовские дети вообще никак не защищены получается, делай с ними, что хочешь - максимум 15 лет получишь"
1219,"Помню, как 84-летняя родная сестра прабабушки после новости о том убийстве парня на Варшавке (я рядом с ""Шаломом"" жил) в ужасе поехала с другого конца Москвы узнать, жив ли я (а на мобильник она не умела звонить)."
1220,"Жутко слушать, насколько люди не понимают травматичность изнасилования, и на сколько сильно это влияет на любую психику."
1221,"Круто, что Саша продолжает ""дела"" уже в своих собственных выпусках. Но больше нравилось, когда Саша повествовала своими словами, а не зачитывая текст с типичной ""журналистской интонацией"". В любом случае, огромное спасибо, Саша, за Ваш труд!"
1222,"....с 23 лет я работала в разных подразделениях МВД.....фмс,гибдд.....иц.....непосредственно сталкиваясь с глубоким изучением УД....ведя статистический учёт  просто голова кругом...первые месяцы я просто рыдала. В обед, после работы....приходилось задерживаться.....особенно кошмарило от трагедий с детьми.....
Здоровья всем  нам, нашим детям , близким!
Пусть в наших Семьях царит мир,любовь и доброта"
1223,Всего 15 лет дали Оклей за издательства и убийства двоих детей! Пожизненное за такое нужно давать!
1224,"Ещё не начала смотреть, но уже хочу поддержать и сказать спасибо за то что решили приглашать следователей и психологов! Саша Сулим + эксперты = идеальная формула тру крайма"
1225,"Возможно ответ нужно искать не только в самом изнасиловании, но и в том, как оно произошло. У сильной, спортивной девушки мог подсознательно сформироваться комплекс вины за то, что она допустила ситуацию, в которой была лишена возможности сопротивляться; будь она в сознании, она бы справилась, отбилась от насильника. Как следствие - навязчивая идея проверить свою способность противостоять мужчинам, доминировать над ними физически. Первая, ""удачная"" попытка, вызвала яркие положительные эмоции/эйфорию и спровоцировала маниакальную потребность самоутверждаться подобным способом."
1226,"Зачем вы опять пригласили этого эксперта?! Он в выпуске ""я убила"" прямым текстом оправдывал домашнее насилие, направленное против женшин тем, что женщины провоцируют мужчин."
1227,"Я уже видела этого следователя в видео Редакции- ""Почему женщины убивают?"". Я бы не хотела попасть к такому следователю, ибо он мизогинист,  и этим все сказано) Как изнасилование может быть не особо травмирующим фактом?)"
1228,"Мою знакомую изнасиловали 5 парней ,она была девочка. Прошло 20 лет она это помнит как будто вчера было. Часто плачет. Так жалко мне её. Это очень влияет на психику"
1229,"Стажёра, который случайно увидел каплю крови на кроссовке,затем выследил эту амазонку,нужно было сразу следователем назначить. Вот с него будет толк"
1230,"Очень в русском сигменте ютуба не хватает качественного трукрайма, который бы не просто рассказывал страшилки, а показывал расследования и разбирал возможные причины произошедших трагедий. Давно надеялась увидеть Вас на собственном канале с таким контентом. Всех успехов Вам и вашей команде, буду ждать новых видео!)"
1231,"Что-то не сходится у следователей: ""Да не было никаких предпосылок, нормальная девушка"". Факты: у девушки психическое расстройство+её изнасиловали..."
1232,"невероятно колоссальная работа проделана в данном ролике, удивлена, что здесь нет аудитории как минимум от миллиона
спасибо за ваш труд, очень качественная подача, структурированный материал, соответствующие и реальные гости, смотреть видео одно удовольствие! это просто невероятно"
1233,"Я в ужасе какие маленькие сроки дали семье Оклей  когда смотришь Американские тру краймы, там по 40-50 лет дают за такие преступления"
1234,"следователь рассказывает какую то историю, которая ему самому нравится, и, действительно , звучит красиво: «нарезает круги вокруг жертвы, как акула», «охотница, амазонка», «как хищный зверь получает удовольствие от убийства», «благодаря убийствам впервые почувствовала себя настоящей женщиной». но никаких доказательств , никаких подтверждающих фактов не приводит, только фразы типа «я это понял, потому что много времени с ней провел». Когда мозг улавливает, что из разрозненных фактов можно выстроить какой то складный, тем более красивый, нарратив, он это с удовольствием делает, а все факты, идеи и детали, которые в этот нарратив не вписываются, он отметает как незначительные или сомнительные. так он устроен. А факты, получается, такие: девушка росла во враждебной абьюзивной среде (отец бил мать, - как часто, бил ли кого-то ещё, следствие, к сожалению, не посчитало важным уточнить или упомянуть; вместо того, что бы пр о человечески попытаться понять что дочкой происходит, родители  сразу обращались в психушку (это дополнительно страшно ещё и потому, что принудительная психушка и тогда и сейчас это концлагерь, и вряд ли родители думали, что в санаторий ребенка отправить пытаются). Девушка подвергалась сексуализированному насилию от мужчины. (следователь очень удобно для своего нарратива посчитал что по тому как девушка рассказывала про свое изнасилование, можно сделать вывод, что на нее это не очень повлияло ). Девушке было настолько плохо, что у нее манифестировалось психическое заболевание - не смотря на это, вместо поддержки от семьи, девушка получала психологическое насилие (стыжение за  ее образ жизни). Как я поняла, она даже фармакотерапию не получала, несмотря на диагностированное заболевание?? Есть стойкое ощущение, что разобрались в истории плохо (в первую очередь следствие)
Кажется, что следователь хочет нарисовать какой-то романтический образ  раскрепостившейся амазонки, вот такая уникальная сильная личность, которой нет места в нашем мире. Женщина-воительница, жаждущая равного по силе соперника. Поэтично. Но, если это действительно так, то это полная и вредная чушь. Кажется, что проблема, как обычно, не в уникальной индивидуальности, а в культуре насилия, которой поражено наше общество. Проблема социальная и системная."
1235,"Меня поражает какое-то странное отношение к Марии в семье: родители видят проблемы у нее с психикой, грозили, что отдадут ее в психушку, но ничего не предпринимали, чтобы ей помочь(("
1236,"За соучастие в убийстве и избиении детей 4 года, а за смену ценников в магазине 7 лет"
1237,"Насилие порождает насилие. Обиднее всего, что когда оно выплескивается, то всегда не на тех, кто его причинил, а на других, невиновных. Таким образом, как чумой, все больше людей не просто становятся заражены насилием, а еще и потребностью его передать. Получается, что то типа страшной истории про вампиров. Каждый передает  зло следующему и очень редко тому, от кого получил. Это очень горько."
1238,"Меня конечно поразило, как следователь сказал о том, что на нее никак не повлияло то, как отец побил мать и как ее изнасиловали… может она пыталась создать защитный барьер от этих воспоминаний и об этих событиях рассказывала так, будто они ее не колышат, но в любом случае психологиечская травма-есть травма…"
1239,"Какие же мерзкие все эти люди ,надеюсь каждый получит такой же бумеранг.
Никогда нельзя оправдывать насилие"
1240,"Как можно убийце детей-дать 4 года? Я в шоке!! Как можно давать какие-то сроки и потом выпускать их? Ведь человек убивший человека и способный убивать--никогда не изменится и не станет нормальным, и самое ужасное что -он может это повторить и убить снова человека  после освобождерия."
1241,"как же я расстроилась ,когда вы перестали вести ""Дела"" 
Но сейчас ,посмотрев этот великолепный выпуск, я радуюсь в миллион раз сильнее ,чем тогда расстроилась 
Это просто великолепно ,невероятно круто ,что есть врач и следователь ,благодаря этому выпуски очень интересно смотреть 
Спасибо, что вы есть !!!"
1242,"Почему-то не особо обратили внимание на родителей, которые постоянно грозились отдать девочку в психушку. Не все хорошо было в этой семье - это точно. У меня есть знакомая семья, где тоже родители делали парня ненормальным, отправили его в армию (парень нежный, не армейский). После армии совсем угас, замолчал. Родители укладывали его в псих больничку, постоянно мешали встречаться с женщинами, стыдили. И этот парень убил, только не кого-то, а себя."
1243,"Бедные детки.  За преступления против детей нужна только смертная казнь. Каждый день убивают детей, родители, что в головах у этих упырей?"
1244,"Саша, спасибо вам большое за ваши видео. Живу в Краснодонском районе и была ещё маленькой, когда похитили девочку Настю и до сих пор не знала, что тогда произошло, спасибо вам большое, что рассказали, как всё было на самом деле!"
1245,"Изнасилование,плохие отношения с родителями, такая можно сказать ""разгульная"" жизнь,выкидыш. Всё это хоть и может рассказываться как само собой разумеющееся для этой девушки. Но на самом деле каждое перечисленное ранее событие внесло свой вклад в то,что впоследствии она начала убивать,но не без разбора,а именно мужчин. Отец,который также избил ее мать. Говоря о разгульной жизни можем понять,какие мужики ее окружали,явно не те люди. Кто-то может быть с этим не согласен, но я вижу в её действиях месть к мужскому полу. Я её ни в коем случае не оправдываю,но говорить что эти события никак не отразились в её действиях невозможно."
1246,"А я вот осталась в шоке от истории Оклей. Какими же мерзкими людьми надо быть… А родителям еще и дали такие маленькие сроки(
В этой истории очень жалко детей"
1247,"просто нереально интересная история и услышать из первых уст оперативника было просто шикарно и ооочень круто! спасибо за этот выпуск, один из лучших что я посмотрела (считая англоязычный тру крайм тоже)"
1248,Новый уровень подхода к истории. Поражает до глубины. Спасибо вам за этот проект.
1249,Очень жутко слушать про пытки невинных детей приемными мучителями
1250,"4 года за соучастие в убийствах и похищение детей. какая справедливая у нас судебная система. самой убийце за двух детей дали 15 лет. ОООО, вот это, я понимаю, справедливость!!!"
1251,"Спасибо большое за выпуск! Было потрясающе интересно слушать и смотреть. Очень благодарна Вам за то, что приглашаете экспертов, а также за прекрасную подачу материала и стильное оформление... Я влюбилась в Ваш канал"
1252,"За убийства детей этой мрази дали всего 15 лет, а не пожизненное..? Я в шоке! Что ща Суд такой? "
1253,"Дмитрий как-будто ошибается. Скорее всего девушка мстила за все обиды и насилие, когда она чувствовала себя беспомощной. Ее психика сублимировала возврат чувства собственного достоинства таким ужасным образом."
1254,"Саша! Как же я рад Вашему возвращению! Желаю процветания Вашему каналу, адекватной аудитории!"
1255,"Господи, слушаю про Оклей и плачу.
Таких нельзя садить, таких надо на органы пускать, чтоб сократить очередь на трансплантацию, и необходимо пускать на опыты.
Ну, не должны такие жить на наши с вами налоговые отчисления"
1256,Почему в нашей стране такие маленькие сроки за убийства - это ужасает
1257,"Саша, какую ценную и уникальную информацию вы даете, какая большая работа проведена! Теперь на это дело я смотрю совершенно другими глазами. Спасибо за ваш труд "
1258,как же классно слушать когда никто не перебивает и не портит повествование неуместными шутками поздравляю с миллионом просмотров меньше чем за сутки
1259,"То, что ""охотница"" носила нож в кармане - это так себе улика. Кровь на кроссовке - тоже(даже следователь об этом сказал). То, что она испугалась, когда за ней в подъезд два мужика вломились - пардон - описаться можно. 
Скорее всего, папочка сдал, т.к. испугался, что доча может его убить как свидетеля. Кстати, папочка тоже мутный субъект. Его тоже надо было проверить. 
История о приятеле, который воспользовался еë беспомощностью, так себе ""сказочка"".Скорее, кто-то из взрослых приложил руку (тот же папа, например,), но убивать отца не осмелилась, как и тренера: они сильнее еë, вот и искала более доступных, чтобы отомстить. 
Как версия."
1260,"Меня Миронов тревожит, так об убийце рассказывает.. Прям мужик-фанаточка:Женщина, амазонка, хищница
Брр, она просто  убийца! Не надо из преступника делать героиню."
1261,"Из-за большого количества историй забываешь про основную. А те, что были рассказано вскользь, такие интересные, что заслуживают отдельного выпуска. "
1262,"Почему следователь так старательно нормализует все,что происходило в жизни убийцы: игнорирует психушку, избиение матери, изнасилование ""не такой травмирующий опыт"". Оторопь берет от его слов!"
1263,Спасибо за выпуск! Всё чётко и по делу. Интересно и максимально деликатно.
1264,"Мне нравится, как говорят об идее фильма. Мужчина не видит в ней убийцу, а жертву, но она убийца! Она убивала не своих насильников, не тех, кто её домогался, не родителей, которые морально душили её, а обычных людей, ни в чем не повинных."
1265,"Страшно. И страшно интересно. Про женщин-маньяков не так много известно. Спасибо большое за выпуск, Саша и команда!"
1266,"очень радостно видеть, что Саша сделала свой канал и продолжает рассказывать тру крайм в комфортном для нее формате на комфортной площадке! с огромным удовольствием подписываюсь и буду следить за новыми выпусками!!"
1267,Ну совсем уже дядя-опер погнал. Становилась женщиной через это️да она просто мстила всем мужикам. Самая обычная ненависть к мужскому полу
1268,"Перешла к вам с labelsmart️‍ новый для меня формат, все подаете очень аккуратно и тактично, техника речи на высоте. Помогаете понять последствия событий в жизни человека и его выбора, взять на себя ответственность за свои поступки и мысли, популяризуете ментальное здоровье"
1269,"Ждал возвращения True Crime. Спасибо, Саша, что не оставили нас без своего творчества, хоть и вам самой непросто (помню подкасст ""правило 34"" с вами)."
1270,"Хочется просто поддержать канал и выразить благодарность за труд. Надеюсь, что нас всех ждёт много расследований."
1271,"Кошмар, жесть!!  Я считаю тех кто убивает людей-Людоедами и биомусором---от которых нужно избавляться путем растрела. Смертная казнь-тем кто отнял жизнь у других и мир станет чище  и не будет маньяков"
1272,Ура! Саша все ещё ведет криминальные истории! Это очень круто
1273,"Сложилось впечатление, что следователь в некоторой степени восхищается «Амазонкой» как он её назвал, столько лестных эпитетов. Факт того, что убийца кидалась на мать с кулаками следователь называет типичной, нормальной ситуацией в семье  (видимо у следаков своё понимание нормы), а то, что студенты считали странным её поведение и одежду- наговором и ничего что у неё уже тогда стоял диагноз. Мне не хватило раскрытия темы почему маньяки и серийные убийцы это в подавляющем большинстве мужчины от клинического психолога. Есть несколько  интересных гипотез по этому поводу, но клинический психолог предпочла не анализировать и съехать с темы, зато приписала всему женскому полу некую мстительность, что никак не подтверждено ни научными фактами, ни статистикой (историй где мужчины мстят за измену, отказ или разрыв отношений просто масса начиная от слива интимок до убийств, но мстительные, конечно же, женщины). Ну а Саша как всегда прекрасная "
1274,"Прекрасные гости! Я поражаюсь, что они довольно интересно отвечают на вопросы, будто не снимаются вовсе. Спасибо съемочной группе и Саше Сулим!"
1275,Жестьодна история хуже другой...но повариха убившая детишек за поздний ланч и своих мужей капец конечно 
1276,"Прочитала комменты - один сплошной виктимблейминг .., Нормадьный следователь , поймал серийную убийцу , обезопасил общество от маньячки - и это главное в данном случае!"
1277,"Я в шоке с того, как следователь обесценил изнасилование, да и в целом жизнь Марии. Ничего аномального, все в пределах разумного, бла бла бла… Какая же пропасть между его взглядом на судьбу женщин и реальностью. Абсолютно нулевое понимание, насколько тяжёлую жизнь прожила Мария. Для таких мужчин, как он, наверняка девушка ещё и сама виновата в надругательстве над ней, спровоцировала."
1278,"Саша, следим за вашей карьерой, любим и рады вашему собственному каналу "
1279,"побила мать кулаками — ничего необычного, бытовуха. А потом они удивляются, что она на людей с ножом бросается"
1280,4 года за расчленение малолетнего ребенка и еще Бог знает сколько преступлений. Что с этим миров не так?
1281,"прошу заметить, что следователь БУКВАЛЬНО сказал «она ОПИСЫВАЕТ этот опыт как не особо травмирующий». Он не оценивает эту ужасную ситуацию, а констатирует то, что она сама говорила.
Безусловно я не оправдываю, если он действительно хотел обесценить ее чувства, но всегда важно разобраться в ситуации, прежде чем кидаться на человека"
1282,"1 млн просмотров ,за сутки...не это ли успех и ответ на то,что мы вас любим и смотрим.Дальнейшей удачи вам и вашему каналу"
1283,"У вас прекрасная подача информации, приятно и интересно слушать"
1284,Очень понравился ваш подкаст. Отличная работа. Спасибо
1285,"Человек всегда всё чувствует, будьте внимательны к своему внутреннему голосу, это спасёт от бед!  Меня тоже странная соседка блинчиками угощала, я улыбалась и брала, но потом выкидывала, вряд ли она хотела меня отравить, но я чувствовала, что нехорошие мысли у неё. А девушкам молодым хочу сказать, что неоднозначные шутки парней чаще всего указывают  на общее отношение к женщинам, уважайте себя и не общайтесь с такими!!! Нормальные парни и мужчины не позволяют себе такого ни при общении с женщинами, и даже если они рядом и могут услышать! Не стоит ради толики внимания со стороны мужчины что-то терпеть, если чувствуете, что вам неприятно, вам на самом деле неприятно! Слушайте себя!"
1286,"как же я счастлива, что у Саши появился канал, да еще и с трукрайм историями, для меня это лучший подарок! сегодня вечером буду с удовольствием с подругой смотреть и наслаждаться! Спасибо, драгоценная Александра! "
1287,"На мой взгляд гораздо интереснее понять, что толкало целую семью травить соседей и почему многодетная мать убивала детей"
1288,Спасибо за ваш труд!
1289,"Саша, огромное спасибо что вернулись да ещё и со своим каналом! Мы по вам очень скучали! Удачи вам в новом старом проекте, уже ждём следующие выпуски"
1290,"Есть ощущение, что следователь сам романтизирует убийцу. И будто выгораживает.

Выпуск понравился! Рада, что Саша вернулась, да не одна, а со специалистами. Так всегда интересней смотреть!

Для следующих выпусков — было бы интересно узнать, есть ли подростки серийные убийцы."
1291,"Меня пугает этот мужчина, следователь который. Он так тепло о ней говорит, как будто родная ему. Так ещё фильм хочет снять о ней."
1292,"не знаю как этот канал появился в рекомендациях, но мне очень нравится подача историй и грамотно приглашенные гости делают видео очень атмосферным."
1293,"Отличный заход. Понравилось, что рассказывают и комментируют на прямую причастные люди к этому делу. Спасибо всем причастным за проделанную работу. Буду ждать ещё выпуски."
1294,"Про месть от женщин - вспомнилась реальная история, которая повергла меня в шок и до сих пор очень жутко думать об этом  У меня был одногруппник в универе. Жил с отцом, мы все думали, что его мама умерла. Однажды он проговорился, что она в тюрьме. Слово за слово,- оказалось, его мать сидит за организацию убийства ребёнка.  Если прям кратко: жил-был уральский бизнесмен. Женатый. Был у него маленький сынок. И завёл бизнесмен интрижку на работе. У любовницы уже была дочь от другого мужчины. И вот любовница забеременела от бизнесмена. Родила сына. Просила бизнесмена уйти из семьи и жениться на ней. Тот всё время говорил, что «из-за ребёнка не может уйти». Любовница нашла мужика, которому щедро заплатила и заказала убийство этого бедного ребёнка. Его похитили из школы, насколько помню. Убили.  в итоге следствие вышло на заказчицу и исполнителя. Бизнесмен в итоге ушел от жены , они не смогли пережить такую трагедию вместе. Любовницу посадили. Её дети остались одни. Бизнесмен решил взять опеку над ними (раз там и его родной второй сын). И вот так жил с детьми. Пока убийца его первого сына сидит. Как сейчас у них там дела - без понятия. Уже 9 лет прошло, как я выпустилась из универа. История ужасающая "
1295,Спасибо за структурированную подачу материала! Подписка
1296,"Как всегда ,позновательно,спасибо Александра."
1297,"Я офигеваю от следователя, ну ничего необычного изнасиловали ее, нормальная семья и ничего что отец избил мать что та была в больнице пару дней. Ужас! Что за жизнь когда такое становится нормой?!"
1298,"Это здорово, что Саша запустила свой проект. Очень любила смотреть «Дела» и рада, что появился новый формат.
Единственная проблема для меня это будто я новости посмотрела на НТВ которые шли по выходным Слишком бодренько, с интонацией и идеальным звуком. Это отлично, но не для меня. Люблю что-то спокойное типа «Дел» чтоб можно было расслабиться и я люблю засыпать под это.
Удачи в новых начинаниях"
1299,"Впервые наткнулась на данный канал,у ведущей потресающие глаза"
